興趣,類型,成效
"30-60 / 花壇大村 / 汽車貿易業者
-彰化花壇國小（+4 公里）, 大村鄉（+4 公里）
-連棟住宅（建築） 、批發（零售） 、電動車（交通工具） 、經銷（商業） 、出口貿易、二手車（交通工具） 、 Lexus 汽車（交通工具） 、賓士（交通工具） 、汽車業（產業） 、國際貿易、運輸（交通運輸） 、別墅（住宿） 、貿易（經濟） 、物流（商業與財務） 、 Nissan 汽車（交通工具） 、新聞媒體（新聞服務） 、進口（郵遞） 或汽車零件製造和銷售 (汽車)",訊息,優
"28-50 / 東區北區 / 年輕買房
-精武路（+3 公里）, 永興街， 台中市（+3 公里） Taichung
-Instagram（社群媒體） 、綜藝電視節目 (電視節目) 、表演藝術（表演藝術） 、演唱會（音樂活動） 、現場活動 (活動) 、節慶（活動） 、派對（活動） 、美妝網紅 (美妝) 、被動收入（商業與財務） 、低成本航空公司、股票市場（投資） 、時事（政治） 、房地產（產業） 或房屋（房地產）、行為：網紅創作者或餐飲創作者、行業類別：業務、生活要事：不與家人同住",名單,優
"35-65 / 龍潭大溪 / 物流工程商
-崁津大橋（+3 公里） ; 武嶺橋（+3 公里）, 烏樹林工業區（+3 公里）
-運輸和物流服務和組織 (商業和金融) 、道路運輸、卡車（交通工具） 、 Freight transport 、配送（商務） 、車隊管理、聯結車（交通工具） 、商用車輛、配送訂單（郵遞） 、重型設備（工業材料和設備） 、商用不動產 (房地產) 、 GPS 導航裝置（消費電子產品） 、建築工程或土木工程（工程）、行為：小型企業主、行業類別：運輸與搬運或建築與工程
0210
+業務開發 (商業活動) 、設計貿易展和專業組織 (貿易展) 、開發潛在顧客 (行銷) 或親子教育（兒童和親子教育）",名單,可
"28-55 / 竹南頭份 / 銀行保險業
-公義路， 竹南鎮（+3 公里）, 竹南光復路（+3 公里）, 兆豐國際商業銀行-頭份分行（+3 公里） Miaoli
-銀行業（金融） 、證券（金融） 、財務會計（商業與財務） 、財務規劃（投資） 、金融服務（商業與財務） 、外匯市場（貨幣） 、儲蓄（銀行業） 、業務開發 (商業活動) 、 Professional services 、個人理財（銀行業） 、人壽保險（保險） 、一般保險 (保險) 或開發潛在顧客 (行銷)、行業類別：商業與金融或行政服務
0312
+零售銀行業務（銀行業） 、 Business networking 、投資銀行業（銀行業） 或旅遊平安保險",訊息,優
"30-55 / 龍井 / 零售批發自營
-台中市龍井區（+3 公里）, 中彰大橋， 台中市（+3 公里）, 向上路六段， 台中市（+3 公里） Taichung
-零售業（產業） 、批發（零售） 、小型企業（商業與財務） 、居家事業（商業與財務） 、經銷（商業） 、供應鏈、銀行帳戶 (銀行業) 、貿易（經濟） 、電子商務（零售） 、行銷企劃 (行銷) 、社群媒體行銷（行銷） 、網紅行銷 (行銷) 、網路購物（零售） 、價格、商業模式 (商業和金融業) 、開發潛在顧客 (行銷) 或餐飲業（餐飲）、行為：通勤者",1510,優
"28-50 / 后里中科 / 科技業家庭
-后里科技園區（+3 公里）, 神岡交流道， 台中市（+3 公里）, 科雅路， 台中市（+3 公里） Taichung
-物聯網、智慧科技 (消費電子產品) 、 iPhone（智慧型手機） 、房屋保險（保險） 、室內設計（設計） 、 591房屋交易網、排屋、連棟住宅（建築） 、家電（消費電子產品） 、傢俱（居家裝潢） 、一般保險 (保險) 、家務（家居和園藝用品） 、生活用品（家居和園藝用品） 、一般健康 (個人護理) 或美食家（美食和餐飲）
0312
+時尚設計（設計） 、商業智慧 (商業和金融業) 、酒精飲品（美食和餐飲） 或消費電子展",訊息,優
"28-55 / 西屯精科 / 親子教育工業
-春安國小（+2 公里）, 精科五路， 台中市（+3 公里）, 五權西路三段， 台中市（+3 公里） Taichung
-上班族（流行文化） 、量販店（食品零售業者） 、親子教育（兒童和親子教育） 、家樂福、幼兒教育（小學和中學教育） 、教育（社會觀念） 、幼兒照護（兒童和親子教育） 、製造業（產業） 、婚姻（婚禮） 、代工生產、親子天下或製造生產服務和組織 (製造業)",訊息,優
"30-55 / 士林中山 / 家庭外語教育
-大直橋（+3 公里）, 汐止五股高架段（+3 公里）
-電動車（交通工具） 、以英語為第二語言或外語、家庭（社會觀念） 、初等教育（小學和中學教育） 、日語、親子教育（兒童和親子教育） 、兒童發展（小學和中學教育） 、藝術和音樂（藝術） 、蒙台梭利教育法、國際學校（小學和中學教育） 、個人理財（銀行業） 、休旅車（交通工具） 或財經（商業與財務）、行為：通勤者",名單,可
"30-60 / 北區西屯北屯 / 商業行銷
-台中JMALL（+4 公里） ; 太原車站（+2 公里）, 金典誠品綠園道（+3 公里）, 洲際棒球場（+3 公里）, 東海藝術商圈（+4 公里）
-行銷企劃 (行銷) 、開發潛在顧客 (行銷) 、節慶（活動） 、市場研究、飲食業、商業模式 (商業和金融業) 、會員集點計畫 (優惠券、折扣和購物回饋) 、業務開發 (商業活動) 、 Marketing automation 、熱門話題、行銷策略（行銷） 、社群媒體行銷（行銷） 、企業孵化器、網紅行銷 (行銷) 、價格、網路廣告（行銷） 、 Procurement 、零售業（產業） 、運輸和物流服務和組織 (商業和金融) 或行銷服務和組織 (行銷)、行為：小型企業主或商店管理員",名單,可
"30-45 / 西屯西區 / 業務性質
-水湳經貿園區（+3 公里）, 臺中市不動產仲介經紀商業同業公會（+3 公里）
-零售銀行業務（銀行業） 、業務開發 (商業活動) 、人壽保險（保險） 、保單（保險） 、證券（金融） 、信用卡（借貸） 、汽車業（產業） 、 Business networking 、行銷（商業與財務） 、行銷服務和組織 (行銷) 、直效營銷、財務顧問 (投資) 、 B2B（商業與財務） 、汽車經銷（零售業者） 、開發潛在顧客 (行銷) 或設計貿易展和專業組織 (貿易展)",名單,優
"28-50 / 大林斗南 / 家庭主婦
-大埔美園區（+4 公里）, 嘉義縣大林鎮（+4 公里） ; 斗南市場（+4 公里）
-廚房（家居和園藝用品） 、中式料理（美食和餐飲） 、優惠券（優惠券和折扣） 、超市（食品零售業者） 、廚具（廚房與餐廚） 、個人理財（銀行業） 、財務規劃（投資） 、親子教育（兒童和親子教育） 、居家裝修（家居和園藝用品） 、 591房屋交易網、一般保險 (保險) 、家務（家居和園藝用品） 、家電（消費電子產品） 、生活用品（家居和園藝用品） 、家庭（社會觀念） 、烹飪（美食和餐飲） 或餐具",訊息,可
"28-45 / 北屯 / 醫療業
-松竹路二段， 台中市（+3 公里）, 軍功路一段， 台中市（+3 公里） Taichung
-醫學院 (高等教育) 、牙科學院 (高等教育) 、護理教育（醫學教育） 、生物學（科學） 、心理學（科學） 、新興技術（科學） 、衛生學、電動車（交通工具） 、電動牙刷 (口腔健康) 、清潔（個人護理） 、生活品質（心理學） 、水療（個人護理） 、精品店（零售業者） 、學生會、實習醫生或網路銀行（銀行業）、行業類別：健康照護與醫療服務",名單,可
"30-60 / 桃園蘆竹 / 親子教育
-桃園藝文廣場（+3 公里）, 好市多Costco南崁店（+3 公里）
-教育資源 (教育) 、教養方式 (兒童和親子教育) 、育兒雜誌 (媒體刊物) 、媽媽寶寶-懷孕、生產、育兒、親子教育（兒童和親子教育） 、新生兒派對（兒童和親子教育） 、嬰幼兒和孕婦用品店 (零售) 、在家教育（小學和中學教育） 、 LifeStyle Home 、繪畫（視覺藝術） 、家庭（社會觀念） 、運動類遊戲 (電玩遊戲) 、家庭桌遊 (遊戲) 或語言教育、家長：嬰幼兒家長（01-02 歲） 、學齡前兒童的家長（03-05 歲） 或低年級學童（06-08 歲）的家長
0310
+蒙台梭利教育法、兒童發展（小學和中學教育） 、樂器（樂器） 或親子 (雜誌)",訊息,優
"30-55 / 三重大同 / 商務人士
-圓山站（+3 公里）, 台北橋站（+3 公里）
-業務開發 (商業活動) 、 Professional services 、 Business networking 、商業領袖 (商業和金融) 、開發潛在顧客 (行銷) 、零售銀行業務（銀行業） 、財務顧問 (投資) 、管理諮詢、商業智慧 (商業和金融業) 、投資銀行業（銀行業） 、股票市場（投資） 、 B2B（商業與財務） 、外語、保險（商業與財務） 、商學院（高等教育） 或高階管理人員",名單,可
"30-55 / 林口 / 科技業旅遊(預)
-廣達電腦（+3 公里） ; 美商祥茂光電（+3 公里）
-智慧科技 (消費電子產品) 、智慧裝置（消費電子產品） 、新興技術（科學） 、 Apple Watch（消費電子產品） 、時尚配件（飾品配件） 、大數據 (科學) 、網路 (電腦運算) 、物理學 (物理學) 、光學（科學） 、旅行社和預訂 (旅遊觀光業) 、雅高達、 Trivago 、航空公司、旅遊網站（網站） 、信用卡（借貸） 或旅遊平安保險",名單,可
"35-65 / 草屯南投 / 長輩興趣
-草屯鎮公有市場（+5 公里） ; 南投-南崗工業區（+3 公里）
-在家下廚 (烹飪和食譜) 、農業新聞和內容 (農業) 、全價值營養、天然食品（美食和餐飲） 、純素營養（飲食） 、觀鳥、旅行社和預訂 (旅遊觀光業) 、魚油、教育資源 (教育) 、健康的習慣 (生活風格內容) 、膽固醇（科學） 、中式料理（美食和餐飲） 、簡餐館（餐廳） 或休閒活動（休閒）",訊息,可
"30-50 / 草屯霧峰大里 / 通勤上班教育
-草屯鎮公有市場（+5 公里）, 霧峰健體中心（+5 公里）, 中投快速公路， 台中市（+3 公里） Taichung; 中投快速公路， Caotun Township（+16 公里） Nantou
-親子教育（兒童和親子教育） 、教育資源 (教育) 、課外活動、新聞媒體（新聞服務） 、製造生產服務和組織 (製造業) 、商業（商業與財務） 、人力資源管理（商業與財務） 、時事（政治） 、家務管理和整理 (居家和園藝用品) 、一般健康 (個人護理) 、本田汽車（交通工具） 或豐田汽車（交通工具）、行為：通勤者、任職公司：自営業(個人事業主)、行業類別：政府員工（全球）、家長：父母（全部）",訊息,優
"28-55 / 大肚烏日/  建築生活品質
-彰化果菜市場（+3 公里）, 彰化車站（+3 公里）, 大肚橋（+3 公里） ; 五鮮級鍋物專賣-和美白金店（+3 公里）
-住宅房地產 (房地產) 、建材（工業材料和設備） 、結構工程、 Sustainable architecture 、營建管理、砌體結構、整建（建築業） 、新聞媒體（新聞服務） 、建築媒體 (設計) 、居家用品零售商 (零售) 、家電品牌和零售商 (零售) 、生活品質（心理學） 、生活風格 (生活風格內容) 、自我照護（心理學） 或身心健康（心理學）、行業類別：建築與工程
0304
-烏日工業城（+3 公里）, 大肚橋（+3 公里）, 沙田路二段（+3 公里）
+五金行（零售業者） 、土木工程（工程） 、風險管理或木工 (興建和維修)",名單,優
"28-45 / 彰市和美 /  教育業成家
-國立和美實驗學校（+3 公里）, 彰化車站（+3 公里）, 彰化果菜市場（+3 公里）
-師範教育（職業訓練） 、教育技術學（教育） 、教育資源 (教育) 、財經（商業與財務） 、書籍（媒體刊物） 、均衡飲食（個人護理） 、政府機關概念和作法 (法律和政府) 、婚禮教堂（婚禮） 、婚宴（婚禮） 、婚紗攝影（攝影） 、婚禮攝影 (婚禮) 、暑假（小學和中學教育） 、成人教育（職業訓練） 或 Early Learning Centre、職稱：Teacher、行業類別：教育和圖書館或行政服務
0304
-婚宴（婚禮） 、師範教育（職業訓練） 、教育技術學（教育） 、婚紗攝影（攝影） 、 Early Learning Centre 、書籍（媒體刊物） 、暑假（小學和中學教育） 、政府機關概念和作法 (法律和政府) 、教育資源 (教育) 、親子教育（兒童和親子教育） 、高等教育（教育） 、教育新聞 (教育) 、心理學（科學） 、動機（心理學） 或學生（教育）, 職稱：Teacher, 行業類別：行政服務或教育和圖書館",名單,可
"30-65 / 南投中興草屯霧峰 / 大家庭
-南投中興高中（+3 公里）, 霧峰農工（+4 公里）, 旭光高中（+3 公里） ; 南投-南崗工業區（+3 公里）
-中式料理（美食和餐飲） 、在家下廚 (烹飪和食譜) 、教育資源 (教育) 、幼兒教育（小學和中學教育） 、初等教育（小學和中學教育） 、婚禮網站和部落格 (網站) 、中華文化、退休規劃（銀行業） 、護理教育（醫學教育） 、個人理財（銀行業） 、旅行社和預訂 (旅遊觀光業) 、超市（食品零售業者） 、餐旅業（美食和餐飲） 或國家公園 (旅遊目的地), 行為：小型企業主, 家長：父母（全部）",訊息,可
"30-45 / 龍井大肚 / 零售批發物流
-龍井區（+4 公里）, 沙田路二段， 台中市（+4 公里） Taichung
-小型企業（商業與財務） 、銀行帳戶 (銀行業) 、行銷企劃 (行銷) 、批發（零售） 、經銷（商業） 、電子商務（零售） 、商業模式 (商業和金融業) 、網路購物（零售） 、社群媒體行銷（行銷） 、居家事業（商業與財務） 、零售業（產業） 、物聯網、物流（商業與財務） 、配送（商務） 或直效營銷、行業類別：運輸與搬運",名單,可
"25-55 / 苗中彰投 / 居家裝飾設計
-Taichung; Changhua; Miaoli; Nantou
-居家飾品 (居家裝潢) 、居家裝飾 (室內裝潢) 、居家裝潢構想 (室內裝潢) 、室內裝潢品牌和零售商 (零售) 、百葉簾、現代家具（居家裝潢） 、生活風格 (生活風格內容) 、北歐風設計（建築） 、建築媒體 (設計) 、室內設計（設計） 、窗戶（建築） 或房地產（產業）
0305
-豐邑建設（+6 公里）, 餘慶堂建設（+6 公里）, 永宸室內裝修設計（+5 公里）",訊息,可
"28-55 / 北屯太平 / 司機傳產
-太原車站（+3 公里）, 頭家厝菜市場（+3 公里）, 大源十九街， 台中市（+2 公里） Taichung
工廠（製造業） 、配電系統、代工生產、保全、計程車司機、零部件市場、汽車維修廠（交通工具） 、汽車技師 (汽車) 、上班族（流行文化） 、網路銀行（銀行業） 、出租車、儲蓄（銀行業） 、價格或買一送一 (行銷)、行業類別：保護服務或建築與採石
0306
-儲蓄（銀行業） 、上班族（流行文化） 、工廠（製造業） 、汽車維修廠（交通工具） 、汽車技師 (汽車) 、配電系統、計程車司機、買一送一 (行銷) 、出租車、保全、零部件市場、代工生產、車隊管理、 Uber（公司） 、公共運輸（交通運輸） 、製造生產服務和組織 (製造業) 、二手商品 (購物和銷售) 、電子產品（電腦和電子產品） 或電力、行業類別：建築與採石或保護服務",訊息,可
"28-55 / 太平大里 /  藍領公教職
-大里中興商圈（+2 公里）, 大里工業區（+3 公里）, 大源十九街， 台中市（+3 公里） Taichung
-師範教育（職業訓練） 、上班族（流行文化） 、技術員、工廠（製造業） 、保單（保險） 、存款帳戶 (銀行業) 、配電系統、代工生產、公共運輸（交通運輸） 、超市（食品零售業者） 、本日優惠（零售） 、教育資源 (教育) 、教養方式 (兒童和親子教育) 、節儉生活風格內容 (零售) 、 Retirement Insurance Benefits 、專業發展（職業訓練） 、退伍軍人福利（軍事） 或家務管理和整理 (居家和園藝用品)、行業類別：保護服務、政府員工（全球） 、教育和圖書館或行政服務",訊息,優
"30-60/ 中科中清/ 傳產製造食品加工
-中清交流道-全國加油站（+3 公里）, 中科路， 台中市（+2 公里） Taichung
-上班族（流行文化） 、房屋（房地產） 、汽車美容（交通工具） 、飲食業、 591房屋交易網、工程（科學） 、倉儲業（產業） 、汽車經銷（零售業者） 、食品加工、汽車業（產業） 、製造業（產業） 、運輸（交通運輸） 、零部件市場、物流（商業與財務） 、房地產（產業） 、不動產（房地產） 或科技（電腦和電子產品）, 行為：使用 Facebook 的管道（行動裝置）：所有行動裝置或餐飲創作者",名單,優
"30-50 / 太平東區 / 店經理主管
-日曜天地OutLet（+3 公里）, 宜昌路， 台中市（+3 公里） Taichung
-高階管理人員、人力資源管理（商業與財務） 、徵才（工作機會） 、產品經理、顧客關係管理（公關） 、專案管理（商業與財務） 、培訓和開發 (商業活動) 、 7-11 、百貨公司（零售） 、量販店（食品零售業者） 、個人發展（個人身分） 、上班族（流行文化） 、便利商店（零售業者） 、職涯發展（工作機會） 或親子教育（兒童和親子教育）",名單,可
"30-50 / 北屯 / 公務員首購
-臺中捷運（+3 公里）, 臺中市北屯區公所（+3 公里）
-政治（政治） 、 591房屋交易網、房地產（產業） 、首次購房者（房地產） 、首次購屋補助（房地產） 、綜藝節目 (表演藝術) 、休閒餐廳 (餐廳) 、現場活動 (活動) 、土木工程（工程） 、財務會計（商業與財務） 、生產率或汽車（交通工具）, 行業類別：政府員工（全球） 、健康照護與醫療服務、教育和圖書館、行政服務或社區和社會服務",名單,可
"30-45 / 北屯潭子 / 小型自營商
-潭子觀音媽祖廟（+3 公里）, 洲際棒球場（+3 公里）
-行銷企劃 (行銷) 、批發（零售） 、商業模式 (商業和金融業) 、社群媒體行銷（行銷） 、物流（商業與財務） 、價格、 Procurement 、業務開發 (商業活動) 、創意創業 (商業和金融業) 、親子教育（兒童和親子教育） 、會計學（商業與財務） 或 Business networking、行為：小型企業主、感情狀況：已婚
0304
-精武路（+3 公里）, 永興街， 台中市（+3 公里） Taichung",名單,可
"35-65 / 中彰投 / 企業主戶外
-Taichung; Changhua; Nantou
-企業家（商業與財務） 、商業計畫 (商業活動) 、市場趨勢 (商業和金融業) 、 Prefabricated home 、建築媒體 (設計) 、居家風格和類型 (房地產) 、 RV Travel 、露營車 (旅遊觀光) 、休旅車營地（露營） 、生態旅遊（旅遊觀光） 或 Outdoor Living",訊息,優
"35-65 / 桃竹苗 / 鄉村休閒
-Taoyuan City; Hsinchu; Miaoli; Hsinchu City
Prefabricated home 、居家風格和類型 (房地產) 、生態旅遊（旅遊觀光） 、農家樂、拖掛式房車、農村、旅遊景點和活動 (旅遊觀光業) 、休閒活動（休閒） 、家庭（社會觀念） 、公園與遊憩、 Farm-to-table 或園藝（戶外活動）、家長：父母（全部）",訊息,優
"30-55 / 后里豐原 /  零售批發自營
-豐原商圈（+3 公里）, 甲后路二段， 台中市（+3 公里） Taichung; 龍貓隧道（+3 公里）
-商業模式 (商業和金融業) 、零售業（產業） 、批發（零售） 、經銷（商業） 、供應鏈、居家事業（商業與財務） 、小型企業（商業與財務） 、銀行帳戶 (銀行業) 、貿易（經濟） 、電子商務（零售） 、行銷企劃 (行銷) 、社群媒體行銷（行銷） 、網紅行銷 (行銷) 或網路購物（零售）",訊息,優
"30-50 / 北屯潭子 / 銀行保險業
-潭子觀音媽祖廟（+3 公里）, 洲際棒球場（+3 公里）
-銀行業（金融） 、證券（金融） 、財務會計（商業與財務） 、財務規劃（投資） 、金融服務（商業與財務） 、外匯市場（貨幣） 、儲蓄（銀行業） 、業務開發 (商業活動) 、 Professional services 、個人理財（銀行業） 、人壽保險（保險） 、一般保險 (保險) 或開發潛在顧客 (行銷)、行業類別：商業與金融或行政服務
0317
-中清交流道-全國加油站（+3 公里）, 中科路， 台中市（+2 公里） Taichung",名單,可
"30-50/ 中科中清/ 金融投資
-中清交流道-全國加油站（+3 公里）, 中科路， 台中市（+2 公里） Taichung
-交易策略（投資） 、金融市場（投資） 、金錢（貨幣） 、金融經濟學、財經（商業與財務） 、金融服務（商業與財務） 、金融分析、被動收入（商業與財務） 、投資管理（投資） 、股票市場（投資） 、投資（商業與財務） 、投資者（投資） 、不動產（房地產） 、收入（商業與財務） 或投資報酬率（投資）
0317
-潭子觀音媽祖廟（+3 公里）, 洲際棒球場（+3 公里）",名單,可
"30-65 / 南投草屯霧峰 / 休閒園藝
-南投中興高中（+3 公里）, 草屯敦和宮財神廟（+3 公里）, 農業部農業試驗所（+3 公里） ; 南投-南崗工業區（+3 公里）, 寶湖宮天地堂地母廟乾元殿（+4 公里）
-茶葉品牌 (食物和飲品) 、遊程承攬業、跟團旅行 (旅遊觀光) 、園藝工具 (花園和園藝造景) 、園藝（家居和園藝用品） 、露營車 (旅遊觀光) 、休旅車營地（露營） 、國家公園 (旅遊目的地) 、中華文化、登山步道（健行） 、節儉生活風格內容 (零售) 、咖啡豆（咖啡） 、均衡飲食（個人護理） 或葡萄酒相關內容 (食物和飲品), 感情狀況：已婚, 家長：父母（全部）
0309
-霧峰農工（+3公里）, 旭光高中（+3 公里）, 南投中興高中（+3 公里） ; 南投-南崗工業區（+3 公里）",訊息,優
"28-50 / 大林新港 / 傳產農產
-新港老街（+4 公里） ; 大埔美園區（+4 公里）, 嘉義大林糖廠（+4 公里）, 台塑新港廠區（+2 公里）
-植物（植物與花卉） 、觀賞植物（植物與花卉） 、農作物（農業） 、陶瓷器、有機農業（農業） 、糖（美食和餐飲） 、食品加工、手工藝（工藝品） 、生物可分解塑膠、製造業（產業） 、糕點（烘焙食品） 、自行車（交通工具） 、中華文化、出口貿易、批發（零售） 或代工生產",訊息,可
"30-45 / 田中社頭 / 公務員成家
-田中國小（+3 公里） ; 彰化縣社頭鄉公所（+3 公里）
-婚禮（社會觀念） 、婚紗攝影（攝影） 、訂婚戒指（珠寶） 、新生兒派對（兒童和親子教育） 、親子教育（兒童和親子教育） 、財務會計（商業與財務） 、銀行業（金融） 、教育技術學（教育） 、電信業（產業） 、政府（政府機構） 、社區議題（法律與政府） 、社群媒體（網路媒體） 或證券（金融）, 行業類別：保護服務、教育和圖書館或行政服務",訊息,可
"28-55 / 苗栗(市區苑裡) / 居家裝飾設計
-群翼室內裝修設計（+5 公里）, 安百玉室內設計 Anbaiyu Design（+6 公里）, 輕井澤-康勝建設康宏建設（+5 公里）
-居家飾品 (居家裝潢) 、居家裝飾 (室內裝潢) 、居家裝潢構想 (室內裝潢) 、室內裝潢品牌和零售商 (零售) 、百葉簾、現代家具（居家裝潢） 、生活風格 (生活風格內容) 、北歐風設計（建築） 、建築媒體 (設計) 、室內設計（設計） 、窗戶（建築） 或房地產（產業）
0325
-Miaoli County",訊息,優
"30-55 / 龍井 / 上班族家具設計
-台中市龍井區（+3 公里）, 向上路六段， 台中市（+3 公里）, 中彰大橋， 台中市（+3 公里） Taichung
-商業（商業與財務） 、製造業（產業） 、傢俱（居家裝潢） 、室內設計（設計） 、居家裝修（家居和園藝用品） 、現代家具（居家裝潢） 、宜家家居（零售業者） 、政府（政府機構） 、上班族（流行文化） 或保單（保險）、行業類別：小型企業對企業（B2B）企業員工（10-200 名員工） 或中型企業對企業（B2B）企業員工（200 - 500 名員工）",1510,可
"30-65 / 北區西屯 / 換工作搬遷
-敦化路一段（+3 公里）, 國立自然科學博物館（+3 公里）
-上班族（流行文化） 、房屋（房地產） 、成人教育（職業訓練） 、 Business networking 、領導（社會觀念） 、職涯（就業） 、職涯發展（工作機會） 、領英、在地美食（美食和餐飲） 、新家、生產率、個人發展（個人身分） 、專業發展（職業訓練） 、起步房（房地產） 或商業領袖 (商業和金融)、行為：通勤者、生活要事：不與家人同住、遠離家鄉或最近搬家
0311
+ Housewarming party 、工作父母 (兒童和親子教育) 或房屋廣告和入口網站 (網站)",名單,可
"35-55 / 林口 / 媒體科技主管
-FTV 民視電視台林口總部（+3 公里）, 林口華亞科技園區（廣達電腦）（+3 公里） ; 五股楊梅高架道路， 桃園市桃園區（+3 公里） Taoyuan City
-電視聯播網、電視節目（電影和電視） 、高階管理人員、智慧型電視 (電視和影音設備) 、硬碟 (電腦硬體) 、電腦記憶體（電腦硬體） 、中央處理器（電腦硬體） 、電腦伺服器（計算） 、智慧科技 (消費電子產品) 、物聯網、雲端運算（計算） 、電腦安全（電腦和電子產品） 、資料安全 (軟體) 、自動化技術或防毒軟體、行業類別：管理
0312
+天空之邑（+3 公里）
+ Digital transformation 、品牌管理、企業管理（商業與財務） 或人力資源管理（商業與財務）",名單,可
"30-60 / 嶺東烏日南區 / 行銷人力管理
-新烏日車站（+5 公里）, 嶺東科技大學（+3 公里）, 大慶夜市（+3 公里）, 文心森林公園站（+3 公里）
-高階管理人員、行銷企劃 (行銷) 、商機 (商業和金融業) 、社群媒體行銷（行銷） 、購物中心（零售） 、銷售管理 (商業活動) 、開發潛在顧客 (行銷) 、行銷策略（行銷） 、零售業（產業） 、服裝（服飾） 、共用工作空間、商業領袖 (商業和金融) 、小型企業（商業與財務） 、時尚（流行文化） 或人力資源管理（商業與財務）",名單,優
"30-60 / 林口五股新莊 / 金融投資
-林口長庚研究大樓（+4 公里） ; 新樹路310巷， 新北市（+3 公里）, 中正北路560巷， 新北市（+5 公里） New Taipei City
-金融市場（投資） 、交易策略（投資） 、金錢（貨幣） 、金融經濟學、財經（商業與財務） 、金融服務（商業與財務） 、金融分析、被動收入（商業與財務） 、投資管理（投資） 、股票市場（投資） 、投資（商業與財務） 、投資者（投資） 、不動產（房地產） 、收入（商業與財務） 或投資報酬率（投資）",名單,優
"35-55 / 林口桃園 / 藝術品投資
-桃園藝文廣場（+4 公里） ; A9環球購物中心（+4 公里）
-藝術和音樂（藝術） 、當代藝術（視覺藝術） 、藝術展覽（視覺藝術） 、藝術品（視覺藝術） 、手工藝（工藝品） 、雕刻（藝術） 、寶石（金屬與礦物） 、裝飾風藝術、花卉（植物與花卉） 、投資（商業與財務） 、美國運通、納斯達克100指數、投資管理（投資） 、插花、資產管理 (商業和金融業) 、被動收入（商業與財務） 或收藏（興趣
0312
+Art auction 、黃金（金屬與礦物） 、 PayPal（銀行業） 或精品 (生活風格內容)",名單,可
"28-55 /彰化(彰市員林) / 百葉簾家具
-君品建設（+8 公里）, 員林市（+8 公里）
-室內設計（設計） 、居家飾品 (居家裝潢) 、 LifeStyle Home 、居家裝飾 (室內裝潢) 、美學（哲學） 、窗戶（建築） 、傢俱（居家裝潢） 、居家裝修（家居和園藝用品） 、百葉簾、宜家家居（零售業者） 、住家翻新 (住家修繕) 、生活風格 (生活風格內容) 、室內裝潢品牌和零售商 (零售) 或居家裝潢零售商 (零售)",訊息,可
"35-65 / 草屯南投 / 通勤教育戶外
-草屯鎮公有市場（+5 公里） ; 南投-南崗工業區（+3 公里）
-汽車（交通工具） 、上班族（流行文化） 、教育資源 (教育) 、教養方式 (兒童和親子教育) 、一般健康 (個人護理) 、課外活動、做家事 (兒童和親子教育) 、速食（美食和餐飲） 、 Outdoor Living 、露營（戶外活動） 、自行車（體育運動） 、新聞媒體（新聞服務） 、商業（商業與財務） 、服裝（服飾） 、時事（政治） 、馬拉松 (跑步) 或園藝（戶外活動）、行為：通勤者、行業類別：政府員工（全球）",訊息,可
"30-60 / 草屯南投 / 汽車工業
-草屯鎮公有市場（+5 公里） ; 南投-南崗工業區（+3 公里）, 中研路， 南投市（+3 公里） Nantou
-汽車業（產業） 、二手車（交通工具） 、汽車經銷（零售業者） 、汽車零件製造和銷售 (汽車) 、卡車（交通工具） 、批發（零售） 、製造生產服務和組織 (製造業) 、建築工程、土木工程（工程） 、居家裝修（家居和園藝用品） 、金屬、一般保險 (保險) 、儲蓄（銀行業） 或酒精飲品（美食和餐飲）、行業類別：安裝與維修服務",訊息,優
"30-50 / 北屯潭子 / 自由業
-洲際棒球場（+3 公里）, 潭子觀音媽祖廟（+3 公里）
-自由工作者（工作機會） 、業務開發 (商業活動) 、 Business networking 、創意創業 (商業和金融業) 、開發潛在顧客 (行銷) 、個人發展（個人身分） 、攝影師（攝影） 、設計（設計） 、居家辦公家具 (居家裝潢) 、 Project management software 、影音俱樂部、 MacBook 、 Canva 、生產率或網路銀行（銀行業）",名單,優
"30-55 / 彰市大竹 / 教師醫護
-彰化縣立圖書館（+3 公里）, 彰化大竹國小（+3 公里）
-師範教育（職業訓練） 、 Early Learning Centre 、教育資源 (教育) 、教育技術學（教育） 、小學和中學教育 (教育) 、護理教育（醫學教育） 、醫學院 (高等教育) 、身心健康（心理學） 、科學 (期刊) 、生物學（科學） 、以英語為第二語言或外語或咖啡（美食和餐飲）、行業類別：教育和圖書館或健康照護與醫療服務
0317
-彰化縣立圖書館（+3 公里）, 85。c鹿港鹿和店（+4 公里）",名單,可
"30-55 / 北斗田尾 / 公務員教育
-田尾國小（+3 公里）, 北斗工業區（+3 公里）
-親子教育（兒童和親子教育） 、人壽保險（保險） 、家庭（社會觀念） 、教養方式 (兒童和親子教育) 、教育技術學（教育） 、政府機關概念和作法 (法律和政府) 、銀行業（金融） 、均衡飲食（個人護理） 、社區議題（法律與政府） 、健身和保健（健身） 或新聞媒體（新聞服務）、行業類別：教育和圖書館、行政服務或社區和社會服務",訊息,優
